id	old_id	dataset	collection	patric_id	strain	file_id	bioproject	biosample	download_key	sra_accession	srr_accession	srr_accession_2	genbank_accession	genbank_ftppath	refseq_accession	refseq_ftppath	MY NOTES	year	country	region	animal	source_detail	source_bin	origin	phylogroup_ct	htype_ec	otype_ec	serotype_ec	serotype	mlst	phylogroup	esbl	esbl_ctxm	SIR_AMK	MIC_AMK	SIR_GEN	MIC_GEN	SIR_KAN	MIC_KAN	SIR_NMC	MIC_NMC	SIR_STR	MIC_STR	SIR_TBM	MIC_TBM	SIR_SPT	MIC_SPT	SIR_ETP	MIC_ETP	SIR_IMP	MIC_IMP	SIR_MER	MIC_MER	SIR_DOR	MIC_DOR	SIR_CET	MIC_CET	SIR_CPM	MIC_CPM	SIR_CRO	MIC_CRO	SIR_CTC	MIC_CTC	SIR_CTX	MIC_CTX	SIR_CTZ	MIC_CTZ	SIR_CXA	MIC_CXA	SIR_CXM	MIC_CXM	SIR_TIO	MIC_TIO	SIR_CFZ	MIC_CFZ	SIR_CFC	MIC_CFC	SIR_CZA	MIC_CZA	SIR_FOX	MIC_FOX	SIR_CTT	MIC_CTT	SIR_TMP	MIC_TMP	SIR_CIP	MIC_CIP	SIR_EFX	MIC_EFX	SIR_LVX	MIC_LVX	SIR_NOR	MIC_NOR	SIR_MXF	MIC_MXF	SIR_DEL	MIC_DEL	SIR_OFX	MIC_OFX	SIR_LCM	MIC_LCM	SIR_AZM	MIC_AZM	SIR_AZT	MIC_AZT	SIR_AMC	MIC_AMC	SIR_AMP	MIC_AMP	SIR_AMX	MIC_AMX	SIR_TZP	MIC_TZP	SIR_SAM	MIC_SAM	SIR_PIP	MIC_PIP	SIR_CHL	MIC_CHL	SIR_FFC	MIC_FFC	SIR_CST	MIC_CST	SIR_PMB	MIC_PMB	SIR_SOX	MIC_SOX	SIR_SMZ	MIC_SMZ	SIR_SXT	MIC_SXT	SIR_NAL	MIC_NAL	SIR_OTC	MIC_OTC	SIR_TET	MIC_TET	SIR_TGC	MIC_TGC	SIR_MIN	MIC_MIN	SIR_DOX	MIC_DOX	SIR_FOS	MIC_FOS	SIR_NIT	MIC_NIT	ZD_AMK	ZD_AMX	ZD_AMP	ZD_SAM	ZD_AZM	ZD_AZT	ZD_CFZ	ZD_CPM	ZD_CTX	ZD_CFC	ZD_CTT	ZD_FOX	ZD_CTZ	ZD_CZA	ZD_CTC	ZD_TIO	ZD_CRO	ZD_CXM	ZD_CXA	ZD_CET	ZD_CHL	ZD_CIP	ZD_AMC	ZD_CST	ZD_SXT	ZD_DEL	ZD_DOR	ZD_DOX	ZD_EFX	ZD_ETP	ZD_FFC	ZD_FOS	ZD_GEN	ZD_IMP	ZD_KAN	ZD_LVX	ZD_LCM	ZD_MER	ZD_MIN	ZD_MXF	ZD_NAL	ZD_NMC	ZD_NIT	ZD_NOR	ZD_OFX	ZD_OTC	ZD_PIP	ZD_TZP	ZD_PMB	ZD_SPT	ZD_STR	ZD_SMZ	ZD_SOX	ZD_TET	ZD_TGC	ZD_TBM	ZD_TMP
SAMN16304200	SAMN16304200	AAFC	AAFC		Res13-Lact-PEB08-33		PRJNA662792	SAMN16304200	asmbl_refseq						GCF_015673645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/645/GCF_015673645.1_ASM1567364v1/GCF_015673645.1_ASM1567364v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H21	O39	O39:H21								S	<= 4					S	== 16							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 64		<= 0.12	R	== 32	R	== 1							R	> 16		<= 0.12			S	== 8					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			S	<= 4																																																																			
SAMN16304201	SAMN16304201	AAFC	AAFC		Res13-Lact-PEB09-33		PRJNA662792	SAMN16304201	asmbl_genbank				GCA_016237425.1 					2017	Canada	Quebec	porcine	feces	porcine	porcine		H31	O82	O82:H31								S	<= 4					S	== 16							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 128		== 0.25	R	== 64	R	== 1							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 4							R	> 256			R	> 4	S	== 2			S	<= 4																																																																			
SAMN16304202	SAMN16304202	AAFC	AAFC		Res13-Lact-PEB09-34		PRJNA662792	SAMN16304202	asmbl_refseq						GCF_015673595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/595/GCF_015673595.1_ASM1567359v1/GCF_015673595.1_ASM1567359v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H32	O88	O88:H32								S	<= 4					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 64		<= 0.12	R	== 32	R	== 1							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 4	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304203	SAMN16304203	AAFC	AAFC		Res13-Lact-PEB13-33		PRJNA662792	SAMN16304203	asmbl_refseq						GCF_015673625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/625/GCF_015673625.1_ASM1567362v1/GCF_015673625.1_ASM1567362v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H31	O82	O82:H31								S	<= 4					S	== 16							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 128		== 0.25	R	== 64	R	== 0.5							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 4							R	> 256			R	> 4	S	== 2			S	<= 4																																																																			
SAMN16304207	SAMN16304207	AAFC	AAFC		Res13-Lact-PEB17-17		PRJNA662792	SAMN16304207	asmbl_refseq						GCF_015673505.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/505/GCF_015673505.1_ASM1567350v1/GCF_015673505.1_ASM1567350v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H10	O9	O9:H10								S	<= 4					S	== 8							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 64		<= 0.12	R	== 64	R	== 4							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 4	R	> 32			S	<= 4					S	== 8							S	== 64			S	<= 0.12	S	== 4			S	<= 4																																																																			
SAMN16304210	SAMN16304210	AAFC	AAFC		Res13-Lact-PEB18-16		PRJNA662792	SAMN16304210	asmbl_refseq						GCF_015673555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/555/GCF_015673555.1_ASM1567355v1/GCF_015673555.1_ASM1567355v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H12	O20/O137	O20/O137:H12								S	<= 4					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	<= 1	R	== 16		== 8	R	== 8	R	== 16							R	> 16		== 8			R	> 32					S	<= 1															S	== 2			R	> 32	R	> 32			S	<= 4					S	== 4							R	> 256			R	> 4	S	== 2			S	<= 4																																																																			
SAMN16304219	SAMN16304219	AAFC	AAFC		Res13-Lact-PEC07-11		PRJNA662792	SAMN16304219	asmbl_refseq						GCF_015673385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/385/GCF_015673385.1_ASM1567338v1/GCF_015673385.1_ASM1567338v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								S	<= 4					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	<= 1	R	== 32		== 16	R	== 32	R	== 32							R	> 16		== 16			R	> 64					S	<= 1															S	== 2			R	> 32	R	> 32			S	== 8					S	== 4							S	<= 16			S	== 1	S	== 2			R	> 32																																																																			
SAMN16304220	SAMN16304220	AAFC	AAFC		Res13-Lact-PEC08-09		PRJNA662792	SAMN16304220	asmbl_refseq						GCF_015673325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/325/GCF_015673325.1_ASM1567332v1/GCF_015673325.1_ASM1567332v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H20	-	-:H20								S	<= 4					S	== 32							S	<= 0.5	S	<= 1			R	> 16	S	<= 1	R	== 32		== 16	R	== 16	R	== 32							R	> 16		== 16			R	> 64					S	<= 1															S	== 4			R	> 32	R	> 32			I	== 32					R	> 32							R	> 256			R	> 4	S	== 4			R	> 32																																																																			
SAMN16304221	SAMN16304221	AAFC	AAFC		Res13-Lact-PEC11-32		PRJNA662792	SAMN16304221	asmbl_refseq						GCF_015673315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/315/GCF_015673315.1_ASM1567331v1/GCF_015673315.1_ASM1567331v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H25	O8	O8:H25								S	<= 4					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	<= 1	R	== 64		== 128	R	== 64	R	== 128							R	> 16		== 32			R	> 64					S	<= 1															S	== 4			R	> 32	R	> 32			R	> 64					S	== 8							R	> 256			R	> 4	S	== 4			R	> 32																																																																			
SAMN16304222	SAMN16304222	AAFC	AAFC		Res13-Lact-PER01-36		PRJNA662792	SAMN16304222	asmbl_refseq						GCF_015673265.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/265/GCF_015673265.1_ASM1567326v1/GCF_015673265.1_ASM1567326v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 64		<= 0.12	R	== 16	R	== 1							R	> 16		== 0.25			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304223	SAMN16304223	AAFC	AAFC		Res13-Lact-PER01-40		PRJNA662792	SAMN16304223	asmbl_refseq						GCF_015673295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/295/GCF_015673295.1_ASM1567329v1/GCF_015673295.1_ASM1567329v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 64		<= 0.12	R	== 16	R	== 1							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304225	SAMN16304225	AAFC	AAFC		Res13-Lact-PER01-38		PRJNA662792	SAMN16304225	asmbl_refseq						GCF_015673285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/285/GCF_015673285.1_ASM1567328v1/GCF_015673285.1_ASM1567328v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 32		== 0.25	R	== 16	R	== 1							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304226	SAMN16304226	AAFC	AAFC		Res13-Lact-PER02-35		PRJNA662792	SAMN16304226	asmbl_refseq						GCF_015673255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/255/GCF_015673255.1_ASM1567325v1/GCF_015673255.1_ASM1567325v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 32		<= 0.12	R	== 16	R	== 1							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304227	SAMN16304227	AAFC	AAFC		Res13-Lact-PER02-34		PRJNA662792	SAMN16304227	asmbl_refseq						GCF_015673235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/235/GCF_015673235.1_ASM1567323v1/GCF_015673235.1_ASM1567323v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 8	R	== 64		<= 0.12	R	== 16	R	== 2							R	> 16		<= 0.12			S	== 8					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304228	SAMN16304228	AAFC	AAFC		Res13-Lact-PER02-44		PRJNA662792	SAMN16304228	asmbl_refseq						GCF_015673165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/165/GCF_015673165.1_ASM1567316v1/GCF_015673165.1_ASM1567316v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 32		<= 0.12	R	== 16	R	== 1							S	<= 8		<= 0.12			S	== 4					R	> 2															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304230	SAMN16304230	AAFC	AAFC		Res13-Lact-PER02-36		PRJNA662792	SAMN16304230	asmbl_refseq						GCF_015673195.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/195/GCF_015673195.1_ASM1567319v1/GCF_015673195.1_ASM1567319v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 128		<= 0.12	R	== 32	R	== 1							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304232	SAMN16304232	AAFC	AAFC		Res13-Lact-PER04-34		PRJNA662792	SAMN16304232	asmbl_refseq						GCF_015673155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/155/GCF_015673155.1_ASM1567315v1/GCF_015673155.1_ASM1567315v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	== 1	S	<= 1			R	> 16	S	== 4	R	== 64		<= 0.12	R	== 16	R	== 1							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304233	SAMN16304233	AAFC	AAFC		Res13-Lact-PER08-34		PRJNA662792	SAMN16304233	asmbl_refseq						GCF_015673185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/185/GCF_015673185.1_ASM1567318v1/GCF_015673185.1_ASM1567318v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H8	O112	O112:H8								S	<= 4					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 32		== 0.25	R	== 64	R	== 2							R	> 16		<= 0.12			S	== 8					S	<= 1															S	== 4			I	== 16	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 4			R	> 32																																																																			
SAMN16304234	SAMN16304234	AAFC	AAFC		Res13-Lact-PER09-33		PRJNA662792	SAMN16304234	asmbl_refseq						GCF_015673135.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/135/GCF_015673135.1_ASM1567313v1/GCF_015673135.1_ASM1567313v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H26	O167	O167:H26								S	<= 4					S	== 16							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 64		== 0.25	R	== 32	R	== 1							R	> 16		<= 0.12			S	<= 4					S	<= 1															S	== 4			S	== 8	R	> 16			S	<= 4					S	== 8							R	> 256			R	> 4	S	<= 1			S	<= 4																																																																			
SAMN16304235	SAMN16304235	AAFC	AAFC		Res13-Lact-PER10-32		PRJNA662792	SAMN16304235	asmbl_refseq						GCF_015673075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/075/GCF_015673075.1_ASM1567307v1/GCF_015673075.1_ASM1567307v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H8	O112	O112:H8								I	== 8					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 16		== 0.25	R	== 16	R	== 1							S	<= 8		<= 0.12			S	<= 4					S	<= 1															S	== 4			S	== 8	S	<= 8			S	<= 4					S	== 8							R	> 256			R	> 4	S	<= 1			R	> 32																																																																			
SAMN16304238	SAMN16304238	AAFC	AAFC		Res13-Lact-PER12-34		PRJNA662792	SAMN16304238	asmbl_refseq						GCF_015673085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/673/085/GCF_015673085.1_ASM1567308v1/GCF_015673085.1_ASM1567308v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H19	O25	O25:H19								S	<= 4					S	== 16							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 64		<= 0.12	R	== 32	R	== 1							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 4			R	> 32																																																																			
SAMN16304241	SAMN16304241	AAFC	AAFC		Res13-Lact-PER13-36		PRJNA662792	SAMN16304241	asmbl_refseq						GCF_015672995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/995/GCF_015672995.1_ASM1567299v1/GCF_015672995.1_ASM1567299v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H26	O167	O167:H26								S	<= 4					S	== 8							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 32		== 0.25	R	== 32	R	== 2							R	> 16		<= 0.12			S	== 8					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 4			S	<= 4																																																																			
SAMN16304244	SAMN16304244	AAFC	AAFC		Res13-Sevr-LER1-34		PRJNA662792	SAMN16304244	asmbl_refseq						GCF_015672985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/985/GCF_015672985.1_ASM1567298v1/GCF_015672985.1_ASM1567298v1_genomic.fna.gz		2017	Canada	Quebec	porcine	manure	porcine	porcine		H4	-	-:H4								R	> 16					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	== 128		<= 0.12	R	== 32	R	== 2							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 8			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			R	> 32																																																																			
SAMN16304250	SAMN16304250	AAFC	AAFC		Res13-Sevr-PEA15-37		PRJNA662792	SAMN16304250	asmbl_refseq						GCF_015672865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/865/GCF_015672865.1_ASM1567286v1/GCF_015672865.1_ASM1567286v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		-	O145	O145:-								S	<= 4					S	== 8							S	<= 0.5	S	<= 1			R	> 16	S	== 4	R	> 128		== 0.25	R	== 64	R	== 1							R	> 16		<= 0.12			S	== 8					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 4			S	<= 4																																																																			
SAMN16304251	SAMN16304251	AAFC	AAFC		Res13-Sevr-PEA18-33		PRJNA662792	SAMN16304251	asmbl_refseq						GCF_015672795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/795/GCF_015672795.1_ASM1567279v1/GCF_015672795.1_ASM1567279v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H19	O8	O8:H19								S	<= 4					R	> 64							S	<= 0.5	S	<= 1			R	> 16	S	== 8	R	== 64		== 0.25	R	== 32	R	== 2							R	> 16		<= 0.12			I	== 16					S	<= 1															S	== 4			S	== 8	R	> 32			S	<= 4					S	== 4							R	> 256			R	> 4	S	== 2			S	<= 4																																																																			
SAMN16304252	SAMN16304252	AAFC	AAFC		Res13-Sevr-PEA20-33		PRJNA662792	SAMN16304252	asmbl_refseq						GCF_015672835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/835/GCF_015672835.1_ASM1567283v1/GCF_015672835.1_ASM1567283v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		-	O145	O145:-								S	<= 4					R	== 64							S	<= 0.5	S	<= 1			R	> 16	R	== 16	R	> 128		<= 0.12	R	== 64	R	== 2							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 4			I	== 16	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			S	<= 4																																																																			
SAMN16304253	SAMN16304253	AAFC	AAFC		Res13-Sevr-PEA24-03		PRJNA662792	SAMN16304253	asmbl_refseq						GCF_015672825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/825/GCF_015672825.1_ASM1567282v1/GCF_015672825.1_ASM1567282v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		-	O145	O145:-								S	<= 4					S	== 32							S	<= 0.5	S	<= 1			R	> 16	R	== 16	R	> 128		<= 0.12	R	> 64	R	== 1							R	> 16		<= 0.12			S	== 8					S	<= 1															S	== 2			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			S	<= 4																																																																			
SAMN16304254	SAMN16304254	AAFC	AAFC		Res13-Sevr-PEA27-14		PRJNA662792	SAMN16304254	asmbl_refseq						GCF_015672775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/775/GCF_015672775.1_ASM1567277v1/GCF_015672775.1_ASM1567277v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		-	O145	O145:-								S	<= 4					S	== 8							S	<= 0.5	S	<= 1			R	> 16	S	== 8	R	== 128		<= 0.12	R	== 64	R	== 2							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 2			S	== 8	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 2			S	<= 4																																																																			
SAMN16304255	SAMN16304255	AAFC	AAFC		Res13-Sevr-PEA28-36		PRJNA662792	SAMN16304255	asmbl_refseq						GCF_015672785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/785/GCF_015672785.1_ASM1567278v1/GCF_015672785.1_ASM1567278v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H26	O80	O80:H26								S	<= 4					S	== 32							S	<= 0.5	S	<= 1			R	> 16	R	== 16	R	> 128		== 0.5	R	== 64	R	== 8							R	> 16		<= 0.12			S	== 4					S	<= 1															S	== 8			I	== 16	R	> 32			S	<= 4					S	== 8							R	> 256			R	> 4	S	== 4			R	> 32																																																																			
SAMN16304262	SAMN16304262	AAFC	AAFC		Res13-Sevr-PEB21-01		PRJNA662792	SAMN16304262	asmbl_refseq						GCF_015672565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/565/GCF_015672565.1_ASM1567256v1/GCF_015672565.1_ASM1567256v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H10	O9	O9:H10								S	<= 4					S	== 8							S	<= 0.5	S	<= 1			R	> 16	S	== 2	R	== 64		<= 0.12	R	== 64	R	== 4							R	> 16		<= 0.12			S	<= 4					S	<= 1															S	== 4			S	== 4	R	> 32			S	<= 4					S	== 8							S	== 32			S	<= 0.12	S	== 8			S	<= 4																																																																			
SAMN16304271	SAMN16304271	AAFC	AAFC		R13-AF12-pSow-01		PRJNA662792	SAMN16304271	asmbl_refseq						GCF_015672475.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/475/GCF_015672475.1_ASM1567247v1/GCF_015672475.1_ASM1567247v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H5	O9	O9:H5								S	== 1					S	== 8							S	< 0.5	S	< 0.06			S	< 8	S	< 1	S	< 0.25		== 0.25	S	< 0.25	S	< 0.25							S	< 8		< 0.12			S	== 4					S	== 0.12															S	== 8			S	== 4	S	== 4			S	< 4					R	== 32							R	> 256			S	< 0.12	S	== 4			R	> 32																																																																			
SAMN16304272	SAMN16304272	AAFC	AAFC		R13-AF12-pSow-02		PRJNA662792	SAMN16304272	asmbl_refseq						GCF_015672505.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/505/GCF_015672505.1_ASM1567250v1/GCF_015672505.1_ASM1567250v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H33	-	-:H33								S	== 1					S	== 8							S	< 0.5	S	< 0.06			S	< 8	S	< 1	S	< 0.25		== 0.25	S	< 0.25	S	< 0.25							S	< 8		< 0.12			S	== 4					S	< 0.015															S	== 4			S	== 8	S	== 4			S	< 4					S	== 8							R	> 256			S	< 0.12	S	== 8			R	> 32																																																																			
SAMN16304273	SAMN16304273	AAFC	AAFC		R13-AF12-pSow-03		PRJNA662792	SAMN16304273	asmbl_refseq						GCF_015672435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/435/GCF_015672435.1_ASM1567243v1/GCF_015672435.1_ASM1567243v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H5	O141	O141:H5								S	== 1					R	> 64							S	< 0.5	S	< 0.06			I	== 16	S	< 1	S	< 0.25		== 0.25	S	< 0.25	S	< 0.25							S	< 8		< 0.12			S	== 8					S	== 0.12															S	== 4			S	== 8	S	== 4			S	< 4					I	== 16							R	> 256			S	< 0.12	S	== 4			R	> 32																																																																			
SAMN16304274	SAMN16304274	AAFC	AAFC		R13-AF12-pSow-04		PRJNA662792	SAMN16304274	asmbl_refseq						GCF_015672455.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/455/GCF_015672455.1_ASM1567245v1/GCF_015672455.1_ASM1567245v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H21	O100	O100:H21								S	== 1					S	== 16							S	< 0.5	S	< 0.06			I	== 16	S	< 1	S	< 0.25		< 0.12	S	< 0.25	S	< 0.25							S	< 8		< 0.12			S	== 4					S	== 0.25															S	== 4			S	== 4	S	== 4			S	< 4					S	== 8							S	== 64			S	< 0.12	R	> 32			S	< 4																																																																			
SAMN16304275	SAMN16304275	AAFC	AAFC		R13-AF12-pSow-05		PRJNA662792	SAMN16304275	asmbl_refseq						GCF_015672395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/672/395/GCF_015672395.1_ASM1567239v1/GCF_015672395.1_ASM1567239v1_genomic.fna.gz		2017	Canada	Quebec	porcine	feces	porcine	porcine		H21	O100/O154	O100/O154:H21								S	== 2					S	== 16							S	< 0.5	S	< 0.06			I	== 16	S	< 1	S	< 0.25		< 0.12	S	< 0.25	S	< 0.25							S	< 8		< 0.12			S	== 4					S	== 0.25															S	== 4			S	== 4	S	== 4			S	< 4					S	== 8							S	== 32			S	< 0.12	R	> 32			S	< 4																																																																			
